Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,satisfaction
Loyal Customer,56,Business travel,Business,2556,2,3,2,neutral or dissatisfied
Loyal Customer,21,Business travel,Business,2090,1,1,5,satisfied
Loyal Customer,55,Business travel,Business,2288,2,2,5,satisfied
Loyal Customer,41,Business travel,Business,2457,2,2,5,satisfied
disloyal Customer,20,Business travel,Eco,809,1,1,1,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,2300,2,2,2,satisfied
disloyal Customer,30,Business travel,Eco Plus,484,2,2,1,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,1697,3,3,4,satisfied
disloyal Customer,39,Business travel,Business,338,3,3,5,neutral or dissatisfied
Loyal Customer,44,Personal Travel,Business,1020,2,2,4,neutral or dissatisfied
disloyal Customer,16,Business travel,Business,1149,0,0,0,satisfied
Loyal Customer,42,Business travel,Business,1222,3,3,3,satisfied
Loyal Customer,23,Business travel,Business,946,4,4,4,satisfied
Loyal Customer,30,Business travel,Business,1605,5,5,3,satisfied
disloyal Customer,23,Business travel,Eco,240,2,2,5,neutral or dissatisfied
disloyal Customer,50,Business travel,Eco,144,4,4,3,satisfied
disloyal Customer,18,Business travel,Eco,964,3,3,3,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,137,1,1,1,neutral or dissatisfied
Loyal Customer,69,Personal Travel,Eco,1464,1,1,2,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,3779,4,4,1,satisfied
Loyal Customer,36,Personal Travel,Eco,986,3,3,5,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,1303,4,4,5,satisfied
Loyal Customer,21,Business travel,Business,3480,2,2,4,satisfied
Loyal Customer,41,Business travel,Business,480,3,3,5,satisfied
disloyal Customer,24,Business travel,Eco,192,5,5,2,satisfied
Loyal Customer,46,Business travel,Business,3765,3,3,3,satisfied
Loyal Customer,48,Business travel,Business,3614,4,4,5,satisfied
Loyal Customer,36,Business travel,Business,1575,5,2,4,satisfied
Loyal Customer,39,Business travel,Business,1693,1,1,3,satisfied
Loyal Customer,46,Business travel,Business,3849,3,3,5,satisfied
Loyal Customer,56,Business travel,Business,3466,1,1,1,satisfied
Loyal Customer,17,Personal Travel,Eco,918,4,3,3,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,1744,3,1,2,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,550,4,4,4,satisfied
Loyal Customer,46,Business travel,Business,3101,1,4,1,neutral or dissatisfied
disloyal Customer,39,Business travel,Eco,238,2,2,4,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,3116,1,1,5,satisfied
Loyal Customer,22,Business travel,Business,2288,3,4,4,satisfied
Loyal Customer,23,Business travel,Eco,605,2,4,2,neutral or dissatisfied
Loyal Customer,33,Personal Travel,Eco,631,3,3,1,neutral or dissatisfied
disloyal Customer,30,Business travel,Eco Plus,760,3,3,5,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,3326,2,4,4,satisfied
Loyal Customer,58,Personal Travel,Eco,109,5,0,2,satisfied
Loyal Customer,66,Personal Travel,Eco,308,3,3,1,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Eco Plus,2409,3,3,2,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Eco,770,1,1,2,neutral or dissatisfied
disloyal Customer,24,Business travel,Business,201,2,3,4,neutral or dissatisfied
Loyal Customer,36,Business travel,Eco,569,5,3,5,satisfied
Loyal Customer,57,Business travel,Business,2565,4,4,2,satisfied
Loyal Customer,51,Business travel,Business,588,5,5,5,satisfied
disloyal Customer,25,Business travel,Eco,1027,2,2,3,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,3640,4,4,3,satisfied
disloyal Customer,30,Business travel,Eco,589,2,2,3,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,2366,1,4,2,neutral or dissatisfied
Loyal Customer,35,Business travel,Eco,1795,2,3,2,satisfied
disloyal Customer,27,Business travel,Business,325,1,1,4,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,2290,1,4,1,neutral or dissatisfied
Loyal Customer,16,Business travel,Business,1978,5,5,5,satisfied
Loyal Customer,9,Personal Travel,Eco,592,2,2,1,neutral or dissatisfied
disloyal Customer,24,Business travel,Business,1464,4,4,4,satisfied
Loyal Customer,46,Personal Travel,Eco Plus,479,2,3,2,neutral or dissatisfied
Loyal Customer,38,Business travel,Eco Plus,163,4,2,4,satisfied
Loyal Customer,64,Business travel,Eco,2227,2,3,2,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,2668,1,2,5,neutral or dissatisfied
disloyal Customer,26,Business travel,Eco,160,3,3,5,neutral or dissatisfied
disloyal Customer,26,Business travel,Eco,521,1,1,4,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco,480,4,4,3,neutral or dissatisfied
Loyal Customer,21,Personal Travel,Eco,201,3,3,1,neutral or dissatisfied
Loyal Customer,56,Business travel,Business,2342,3,2,1,neutral or dissatisfied
disloyal Customer,24,Business travel,Eco,1222,4,4,2,neutral or dissatisfied
Loyal Customer,33,Business travel,Eco,630,1,1,1,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,991,5,5,5,satisfied
Loyal Customer,58,Personal Travel,Eco,406,3,3,2,neutral or dissatisfied
Loyal Customer,11,Personal Travel,Eco,852,5,5,5,satisfied
Loyal Customer,37,Personal Travel,Business,600,3,3,4,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco,118,3,0,2,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,1249,3,3,3,neutral or dissatisfied
Loyal Customer,19,Business travel,Business,170,0,0,3,satisfied
Loyal Customer,49,Business travel,Business,2640,1,4,1,neutral or dissatisfied
Loyal Customer,15,Personal Travel,Eco,642,2,2,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,2435,5,5,4,satisfied
Loyal Customer,21,Business travel,Business,1598,2,3,2,neutral or dissatisfied
Loyal Customer,60,Business travel,Eco,625,4,1,3,satisfied
Loyal Customer,52,Business travel,Business,3231,3,3,4,satisfied
Loyal Customer,42,Personal Travel,Eco,312,3,3,4,neutral or dissatisfied
Loyal Customer,22,Personal Travel,Eco Plus,526,2,2,4,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2917,2,4,4,satisfied
Loyal Customer,15,Personal Travel,Eco,1024,2,1,5,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,2694,4,4,2,satisfied
Loyal Customer,41,Business travel,Business,1590,3,3,4,satisfied
Loyal Customer,26,Personal Travel,Eco,587,3,4,2,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco Plus,179,2,2,4,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,3109,3,3,2,satisfied
Loyal Customer,20,Personal Travel,Eco,1192,2,2,1,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco Plus,861,3,3,5,neutral or dissatisfied
Loyal Customer,15,Personal Travel,Business,725,2,2,4,neutral or dissatisfied
Loyal Customer,60,Business travel,Eco,528,4,5,5,neutral or dissatisfied
Loyal Customer,46,Business travel,Eco,308,4,5,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Eco Plus,125,4,4,3,satisfied
disloyal Customer,35,Business travel,Business,1235,2,2,1,neutral or dissatisfied
Loyal Customer,30,Personal Travel,Eco,1121,2,2,4,neutral or dissatisfied
disloyal Customer,30,Business travel,Eco,229,3,3,3,neutral or dissatisfied
disloyal Customer,48,Business travel,Eco,1626,3,3,1,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco,1259,1,1,2,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco,2306,3,3,4,neutral or dissatisfied
Loyal Customer,50,Personal Travel,Eco,335,3,3,5,neutral or dissatisfied
Loyal Customer,30,Personal Travel,Eco,546,2,3,3,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,1023,2,2,2,satisfied
Loyal Customer,37,Business travel,Business,2611,3,3,3,satisfied
Loyal Customer,20,Personal Travel,Business,472,2,2,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Business,3995,5,1,4,satisfied
Loyal Customer,54,Business travel,Business,3601,4,4,5,satisfied
disloyal Customer,21,Business travel,Business,503,5,5,2,satisfied
disloyal Customer,27,Business travel,Business,1121,4,4,4,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,163,5,5,1,satisfied
Loyal Customer,49,Business travel,Business,1733,1,1,5,satisfied
Loyal Customer,32,Personal Travel,Eco,651,2,2,5,neutral or dissatisfied
Loyal Customer,63,Personal Travel,Eco,223,2,0,1,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,585,2,2,5,satisfied
Loyal Customer,22,Business travel,Business,2804,1,5,1,neutral or dissatisfied
disloyal Customer,18,Business travel,Eco,1196,2,2,2,neutral or dissatisfied
Loyal Customer,67,Business travel,Eco,370,2,4,2,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,3114,1,1,4,satisfied
Loyal Customer,28,Business travel,Business,1024,5,5,3,satisfied
Loyal Customer,31,Personal Travel,Business,229,5,5,5,satisfied
disloyal Customer,29,Business travel,Eco,818,4,4,2,satisfied
Loyal Customer,25,Personal Travel,Eco,669,1,1,2,neutral or dissatisfied
Loyal Customer,47,Business travel,Eco,416,2,3,1,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,684,4,4,2,satisfied
disloyal Customer,18,Business travel,Eco,474,4,4,2,neutral or dissatisfied
Loyal Customer,38,Personal Travel,Eco Plus,1619,2,2,1,neutral or dissatisfied
Loyal Customer,23,Personal Travel,Eco,1624,1,0,4,neutral or dissatisfied
Loyal Customer,29,Business travel,Eco,3801,4,4,4,satisfied
Loyal Customer,15,Personal Travel,Eco,368,2,2,3,neutral or dissatisfied
Loyal Customer,22,Personal Travel,Eco,641,3,4,3,neutral or dissatisfied
Loyal Customer,41,Business travel,Eco,1195,5,1,5,satisfied
Loyal Customer,30,Personal Travel,Eco,164,4,0,1,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,1391,2,2,5,satisfied
Loyal Customer,43,Business travel,Eco,874,4,1,1,satisfied
Loyal Customer,39,Personal Travel,Eco,425,0,0,5,satisfied
Loyal Customer,44,Business travel,Business,650,2,2,3,satisfied
Loyal Customer,19,Personal Travel,Eco,1009,2,2,2,neutral or dissatisfied
Loyal Customer,62,Business travel,Eco Plus,268,5,5,5,satisfied
Loyal Customer,48,Business travel,Eco Plus,190,2,5,2,satisfied
disloyal Customer,23,Business travel,Eco,683,0,0,2,satisfied
Loyal Customer,13,Personal Travel,Eco,109,0,0,5,satisfied
Loyal Customer,39,Personal Travel,Eco,577,2,2,4,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,2248,2,2,4,satisfied
Loyal Customer,40,Business travel,Business,2586,2,2,4,satisfied
Loyal Customer,33,Business travel,Eco,783,2,5,2,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,508,0,0,2,satisfied
Loyal Customer,59,Business travel,Business,1723,1,1,3,satisfied
Loyal Customer,29,Business travel,Business,3064,3,3,4,satisfied
Loyal Customer,46,Business travel,Eco,1990,5,2,5,satisfied
disloyal Customer,33,Business travel,Business,351,2,2,4,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,1020,4,2,3,satisfied
Loyal Customer,61,Business travel,Eco,584,4,4,3,satisfied
Loyal Customer,44,Business travel,Business,2077,2,2,4,satisfied
Loyal Customer,62,Personal Travel,Eco,308,2,2,4,neutral or dissatisfied
Loyal Customer,46,Personal Travel,Eco,86,3,3,2,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,2475,3,3,4,satisfied
Loyal Customer,18,Personal Travel,Eco,852,3,3,3,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,1192,4,4,2,satisfied
Loyal Customer,8,Business travel,Business,697,2,2,5,satisfied
disloyal Customer,29,Business travel,Business,672,5,4,2,satisfied
Loyal Customer,39,Business travel,Business,1878,4,4,4,satisfied
Loyal Customer,48,Business travel,Business,1908,4,4,5,satisfied
disloyal Customer,36,Business travel,Eco,174,1,1,5,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,594,2,2,4,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco,349,2,3,4,neutral or dissatisfied
disloyal Customer,16,Business travel,Eco,169,2,1,2,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,395,2,5,3,neutral or dissatisfied
Loyal Customer,36,Business travel,Eco,459,1,3,2,neutral or dissatisfied
Loyal Customer,64,Business travel,Eco,216,4,4,4,satisfied
Loyal Customer,18,Personal Travel,Eco,802,4,4,5,neutral or dissatisfied
Loyal Customer,23,Personal Travel,Eco,143,4,4,1,satisfied
Loyal Customer,40,Business travel,Business,522,5,4,3,satisfied
disloyal Customer,26,Business travel,Eco,101,2,2,3,neutral or dissatisfied
Loyal Customer,22,Business travel,Eco Plus,749,0,0,4,satisfied
disloyal Customer,19,Business travel,Business,258,2,2,1,neutral or dissatisfied
disloyal Customer,26,Business travel,Eco,417,4,4,5,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,980,3,3,3,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco,280,2,2,5,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco,1449,2,5,2,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,3652,3,3,4,satisfied
Loyal Customer,49,Personal Travel,Eco,581,2,1,1,neutral or dissatisfied
disloyal Customer,33,Business travel,Business,599,3,3,3,neutral or dissatisfied
Loyal Customer,63,Personal Travel,Eco,895,4,4,2,satisfied
Loyal Customer,53,Personal Travel,Eco,762,1,1,2,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,1842,5,5,5,satisfied
disloyal Customer,64,Business travel,Eco,872,2,2,1,neutral or dissatisfied
Loyal Customer,35,Business travel,Business,2900,2,2,5,satisfied
Loyal Customer,43,Personal Travel,Eco,414,2,2,2,neutral or dissatisfied
disloyal Customer,39,Business travel,Eco,270,3,3,2,neutral or dissatisfied
Loyal Customer,34,Personal Travel,Eco,386,1,1,1,neutral or dissatisfied
Loyal Customer,16,Personal Travel,Eco,534,2,3,4,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,1994,2,1,2,satisfied
Loyal Customer,45,Business travel,Business,152,3,3,3,satisfied
Loyal Customer,49,Business travel,Business,919,3,4,2,satisfied
Loyal Customer,23,Personal Travel,Eco,929,2,2,2,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,542,3,3,2,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco,125,4,4,5,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,1706,3,3,2,satisfied
Loyal Customer,67,Personal Travel,Eco,2434,3,3,5,neutral or dissatisfied
Loyal Customer,54,Business travel,Business,2273,2,2,4,satisfied
Loyal Customer,48,Business travel,Business,3071,1,1,3,satisfied
Loyal Customer,38,Business travel,Eco,999,3,1,3,neutral or dissatisfied
disloyal Customer,10,Business travel,Eco,592,3,2,2,neutral or dissatisfied
disloyal Customer,39,Business travel,Business,137,1,1,4,neutral or dissatisfied
disloyal Customer,30,Business travel,Business,1506,2,2,5,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,3226,3,2,3,neutral or dissatisfied
disloyal Customer,18,Business travel,Eco,550,4,4,4,satisfied
Loyal Customer,46,Personal Travel,Eco,366,3,3,2,neutral or dissatisfied
Loyal Customer,39,Personal Travel,Eco Plus,551,3,4,2,neutral or dissatisfied
Loyal Customer,44,Personal Travel,Eco,409,2,2,5,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,3073,3,3,5,satisfied
Loyal Customer,42,Personal Travel,Eco,846,3,3,3,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,1851,5,5,5,satisfied
Loyal Customer,37,Business travel,Business,2257,2,2,1,satisfied
Loyal Customer,61,Personal Travel,Business,802,2,1,4,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,259,3,3,5,satisfied
Loyal Customer,58,Personal Travel,Eco,874,1,1,5,neutral or dissatisfied
Loyal Customer,11,Personal Travel,Eco,1703,2,2,3,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,719,2,4,4,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,651,3,3,5,satisfied
Loyal Customer,55,Business travel,Business,1567,4,4,4,satisfied
Loyal Customer,46,Personal Travel,Eco,590,2,2,4,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,888,5,2,4,satisfied
Loyal Customer,23,Business travel,Business,1481,2,2,5,satisfied
Loyal Customer,58,Business travel,Eco Plus,304,2,1,5,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,431,4,4,3,satisfied
Loyal Customer,37,Personal Travel,Eco,228,1,1,5,neutral or dissatisfied
Loyal Customer,52,Business travel,Eco,533,4,3,4,satisfied
Loyal Customer,24,Personal Travel,Eco,1605,2,2,3,neutral or dissatisfied
Loyal Customer,55,Business travel,Eco,163,4,3,4,satisfied
Loyal Customer,43,Business travel,Business,641,3,3,3,satisfied
Loyal Customer,28,Business travel,Business,2222,3,4,3,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,632,4,4,3,satisfied
Loyal Customer,61,Business travel,Eco,163,2,5,1,satisfied
Loyal Customer,25,Business travel,Business,2475,2,2,5,satisfied
Loyal Customer,44,Business travel,Business,3281,3,3,4,satisfied
Loyal Customer,65,Personal Travel,Eco,1487,3,3,3,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,3458,2,1,3,satisfied
Loyal Customer,66,Personal Travel,Eco,526,0,0,1,satisfied
Loyal Customer,43,Business travel,Eco,937,1,2,5,neutral or dissatisfied
Loyal Customer,25,Business travel,Eco,1703,4,5,4,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,153,1,1,1,satisfied
disloyal Customer,34,Business travel,Eco,270,2,2,5,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,448,5,5,2,satisfied
Loyal Customer,30,Business travel,Eco Plus,106,5,3,5,satisfied
Loyal Customer,18,Business travel,Eco,423,3,5,3,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Eco,919,3,3,4,neutral or dissatisfied
Loyal Customer,44,Personal Travel,Eco,565,4,4,3,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,3486,3,3,4,satisfied
Loyal Customer,50,Personal Travel,Eco,2039,2,2,5,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,399,4,4,4,satisfied
disloyal Customer,23,Business travel,Business,305,2,2,4,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,3004,5,5,4,satisfied
Loyal Customer,18,Personal Travel,Eco,349,4,4,4,neutral or dissatisfied
Loyal Customer,20,Business travel,Business,2938,3,3,4,satisfied
Loyal Customer,48,Personal Travel,Eco,143,3,3,1,neutral or dissatisfied
Loyal Customer,56,Business travel,Business,2918,4,4,2,satisfied
Loyal Customer,49,Business travel,Eco,1016,4,1,4,neutral or dissatisfied
Loyal Customer,20,Personal Travel,Eco,1235,2,2,3,neutral or dissatisfied
Loyal Customer,43,Personal Travel,Eco,1756,5,5,5,satisfied
Loyal Customer,48,Business travel,Business,3658,5,5,2,satisfied
Loyal Customer,43,Business travel,Eco Plus,1014,3,4,3,neutral or dissatisfied
disloyal Customer,36,Business travel,Business,337,3,3,5,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,2387,1,5,1,neutral or dissatisfied
Loyal Customer,64,Personal Travel,Eco,1005,4,4,4,neutral or dissatisfied
Loyal Customer,55,Business travel,Eco,270,3,1,3,neutral or dissatisfied
Loyal Customer,41,Personal Travel,Eco,174,5,5,2,satisfied
Loyal Customer,29,Business travel,Business,1416,3,3,3,neutral or dissatisfied
disloyal Customer,22,Business travel,Business,197,5,5,4,satisfied
Loyal Customer,51,Business travel,Business,2751,2,3,2,satisfied
Loyal Customer,37,Business travel,Business,666,1,4,2,satisfied
Loyal Customer,59,Business travel,Business,2394,5,5,3,satisfied
disloyal Customer,36,Business travel,Business,1175,2,2,2,neutral or dissatisfied
disloyal Customer,20,Business travel,Business,370,4,4,3,satisfied
Loyal Customer,8,Personal Travel,Eco,1009,3,3,4,neutral or dissatisfied
Loyal Customer,46,Business travel,Eco,669,2,5,2,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,489,5,5,5,satisfied
Loyal Customer,40,Business travel,Business,3181,2,2,5,satisfied
Loyal Customer,56,Business travel,Business,912,5,5,2,satisfied
Loyal Customer,41,Personal Travel,Eco Plus,545,1,1,3,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco,1342,2,2,4,neutral or dissatisfied
Loyal Customer,21,Business travel,Business,3038,4,4,4,satisfied
Loyal Customer,28,Business travel,Business,2327,3,3,3,satisfied
Loyal Customer,39,Personal Travel,Eco,306,3,3,5,neutral or dissatisfied
disloyal Customer,43,Business travel,Business,539,4,4,2,satisfied
Loyal Customer,56,Personal Travel,Eco,483,1,1,5,neutral or dissatisfied
Loyal Customer,44,Personal Travel,Eco,937,4,4,4,neutral or dissatisfied
Loyal Customer,52,Personal Travel,Eco,204,4,0,3,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,641,5,5,5,satisfied
Loyal Customer,30,Business travel,Business,1556,2,2,4,satisfied
Loyal Customer,47,Personal Travel,Eco,224,4,4,4,satisfied
Loyal Customer,52,Business travel,Business,3180,4,4,5,satisfied
disloyal Customer,57,Business travel,Eco,787,1,1,4,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2640,5,5,2,satisfied
Loyal Customer,33,Business travel,Business,507,1,1,4,satisfied
disloyal Customer,22,Business travel,Business,345,5,5,4,satisfied
Loyal Customer,23,Business travel,Business,3256,1,1,4,satisfied
Loyal Customer,64,Personal Travel,Eco,1096,2,2,3,neutral or dissatisfied
Loyal Customer,16,Personal Travel,Eco,674,2,2,3,neutral or dissatisfied
Loyal Customer,66,Personal Travel,Eco,1438,1,1,2,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,1867,5,5,2,satisfied
disloyal Customer,28,Business travel,Eco,1281,3,3,2,neutral or dissatisfied
Loyal Customer,66,Personal Travel,Eco,2139,2,2,5,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,1533,2,2,5,satisfied
Loyal Customer,58,Personal Travel,Eco,403,3,3,3,neutral or dissatisfied
Loyal Customer,80,Business travel,Eco,447,3,4,3,neutral or dissatisfied
Loyal Customer,32,Personal Travel,Eco,1205,2,2,1,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco,164,3,3,5,neutral or dissatisfied
Loyal Customer,60,Business travel,Eco,746,2,3,2,neutral or dissatisfied
Loyal Customer,39,Personal Travel,Eco,158,3,3,1,neutral or dissatisfied
Loyal Customer,55,Business travel,Eco,280,3,1,3,neutral or dissatisfied
Loyal Customer,26,Business travel,Business,3972,3,1,3,neutral or dissatisfied
Loyal Customer,64,Business travel,Business,2704,5,2,3,satisfied
disloyal Customer,18,Business travel,Eco,368,2,2,2,neutral or dissatisfied
Loyal Customer,14,Personal Travel,Eco,802,3,4,2,neutral or dissatisfied
Loyal Customer,61,Personal Travel,Eco,1773,2,2,1,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco Plus,1014,3,3,3,neutral or dissatisfied
Loyal Customer,57,Personal Travel,Eco,337,3,3,1,neutral or dissatisfied
Loyal Customer,37,Business travel,Eco Plus,867,4,5,4,neutral or dissatisfied
Loyal Customer,35,Business travel,Business,820,1,1,4,satisfied
Loyal Customer,68,Personal Travel,Eco,305,3,3,4,neutral or dissatisfied
Loyal Customer,34,Business travel,Business,313,0,0,2,satisfied
Loyal Customer,54,Personal Travel,Eco,2237,1,1,4,neutral or dissatisfied
Loyal Customer,41,Business travel,Eco Plus,516,3,3,5,satisfied
Loyal Customer,58,Personal Travel,Business,516,1,1,3,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,224,0,0,2,satisfied
Loyal Customer,39,Business travel,Business,109,0,0,3,satisfied
Loyal Customer,36,Personal Travel,Business,569,5,5,3,satisfied
disloyal Customer,37,Business travel,Eco,404,4,4,2,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,114,1,4,3,neutral or dissatisfied
Loyal Customer,37,Business travel,Eco Plus,449,2,3,2,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco,1076,1,1,2,neutral or dissatisfied
Loyal Customer,12,Business travel,Eco Plus,632,1,2,1,neutral or dissatisfied
disloyal Customer,32,Business travel,Business,332,4,5,3,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Eco,545,2,1,5,neutral or dissatisfied
Loyal Customer,24,Business travel,Eco,378,5,5,5,satisfied
Loyal Customer,42,Personal Travel,Eco,612,3,3,5,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,719,3,2,3,neutral or dissatisfied
disloyal Customer,42,Business travel,Business,304,4,4,2,satisfied
Loyal Customer,10,Personal Travel,Eco,101,2,2,3,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,3188,5,5,4,satisfied
Loyal Customer,7,Personal Travel,Eco,377,2,2,5,neutral or dissatisfied
Loyal Customer,7,Personal Travel,Eco,584,3,3,4,neutral or dissatisfied
Loyal Customer,56,Business travel,Business,213,4,4,3,satisfied
Loyal Customer,60,Business travel,Eco,537,3,4,1,satisfied
Loyal Customer,33,Business travel,Business,972,3,3,3,satisfied
Loyal Customer,39,Personal Travel,Eco,387,4,4,4,satisfied
disloyal Customer,21,Business travel,Eco,679,5,5,4,satisfied
Loyal Customer,22,Personal Travel,Eco,997,3,3,2,neutral or dissatisfied
Loyal Customer,61,Personal Travel,Eco,821,2,2,4,neutral or dissatisfied
Loyal Customer,26,Business travel,Eco,541,4,2,4,satisfied
Loyal Customer,46,Business travel,Eco,272,4,2,1,satisfied
Loyal Customer,39,Business travel,Eco,787,2,5,2,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,3278,1,1,5,satisfied
Loyal Customer,16,Personal Travel,Eco,507,4,2,4,neutral or dissatisfied
Loyal Customer,62,Personal Travel,Business,175,3,3,2,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco,878,3,3,4,neutral or dissatisfied
disloyal Customer,41,Business travel,Business,1183,1,2,1,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,2715,3,3,4,satisfied
Loyal Customer,25,Business travel,Business,2300,1,1,4,satisfied
Loyal Customer,48,Personal Travel,Eco,2475,2,2,5,neutral or dissatisfied
Loyal Customer,16,Personal Travel,Eco,1916,2,2,1,neutral or dissatisfied
Loyal Customer,52,Business travel,Eco,624,2,3,2,neutral or dissatisfied
disloyal Customer,45,Business travel,Eco,399,3,3,5,neutral or dissatisfied
disloyal Customer,26,Business travel,Eco,997,2,2,5,neutral or dissatisfied
Loyal Customer,60,Business travel,Eco,496,5,2,5,satisfied
disloyal Customer,30,Business travel,Eco,864,1,1,2,neutral or dissatisfied
Loyal Customer,55,Business travel,Business,3534,2,5,2,neutral or dissatisfied
Loyal Customer,67,Business travel,Eco,190,3,1,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,3521,2,2,3,satisfied
Loyal Customer,8,Personal Travel,Eco,829,3,3,4,neutral or dissatisfied
Loyal Customer,64,Personal Travel,Eco,1521,0,0,1,satisfied
Loyal Customer,43,Business travel,Business,3401,2,2,4,satisfied
Loyal Customer,39,Personal Travel,Eco,446,1,1,5,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,2868,1,1,3,satisfied
Loyal Customer,43,Business travel,Eco Plus,1020,2,5,2,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,2861,2,2,5,satisfied
Loyal Customer,31,Business travel,Business,1400,3,3,4,satisfied
Loyal Customer,16,Personal Travel,Eco,329,4,4,5,neutral or dissatisfied
Loyal Customer,66,Personal Travel,Eco Plus,1576,2,2,2,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco,425,3,3,5,neutral or dissatisfied
